ETFs/ETCs,Ticker,Exchange,Trading Currency,Base Currency,ISIN,WKN,Valoren,SEDOL,SFDR Classification,"AUM (Base) (as of 
Alerian Midstream Energy Dividend UCITS ETF - Distributing,PMLP LN,LSE,GBp,USD,IE00BKPTXQ89,A2P4PH,56293164,BL96TT7,Article 6,"21,261,148",12.5806,0.40%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Alerian Midstream Energy Dividend UCITS ETF - Distributing,MMLP LN,LSE,USD,USD,IE00BKPTXQ89,A2P4PH,56293164,BMVFZ02,Article 6,"21,261,148",12.5806,0.40%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Alerian Midstream Energy Dividend UCITS ETF - Distributing,MMLP IM,Borsa Italiana,EUR,USD,IE00BKPTXQ89,A2P4PH,56293164,BMHVZQ0,Article 6,"21,261,148",12.5806,0.40%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Alerian Midstream Energy Dividend UCITS ETF - Distributing,JMLP GY,Xetra,EUR,USD,IE00BKPTXQ89,A2P4PH,56293164,BMHVZP9,Article 6,"21,261,148",12.5806,0.40%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
The Medical Cannabis and Wellness UCITS ETF - Accumulating,CBSX GY,Xetra,EUR,USD,IE00BG5J1M21,A2PPE8,51899559,BJBL4D5,Article 6,"20,776,684",6.4444,0.80%,ETF,Y,"AT,DK,FI,DE,IE,IT,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
The Medical Cannabis and Wellness UCITS ETF - Accumulating,CBDP LN,LSE,GBp,USD,IE00BG5J1M21,A2PPE8,51899559,BGSXQX7,Article 6,"20,776,684",6.4444,0.80%,ETF,Y,"AT,DK,FI,DE,IE,IT,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
The Medical Cannabis and Wellness UCITS ETF - Accumulating,CBDX LN,LSE,USD,USD,IE00BG5J1M21,A2PPE8,51899559,BGSXSL9,Article 6,"20,776,684",6.4444,0.80%,ETF,Y,"AT,DK,FI,DE,IE,IT,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
The Medical Cannabis and Wellness UCITS ETF - Accumulating,CBDX SE,SIX,CHF,USD,IE00BG5J1M21,A2PPE8,51899559,BMYC3S4,Article 6,"20,776,684",6.4444,0.80%,ETF,Y,"AT,DK,FI,DE,IE,IT,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,5XYE GY,Xetra,EUR,USD,IE00BDDRF924,A2JR0H,44096882,BFX38L7,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYY FP,Paris,EUR,USD,IE00BDDRF924,A2JR0H,44096882,BPG9MW1,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYY IM,Borsa Italiana,EUR,USD,IE00BDDRF924,A2JR0H,44096882,BFX1CC0,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYY LN,LSE,USD,USD,IE00BDDRF924,A2JR0H,44096882,BYVJ8T8,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYY SE,SIX,CHF,USD,IE00BDDRF924,A2JR0H,44096882,BMYC3V7,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYP LN,LSE,GBp,USD,IE00BDDRF924,A2JR0H,44096882,BYVJ973,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Cloud Technology Equal Weight UCITS ETF - Accumulating,SKYY1N MF,BMV,USD,USD,IE00BDDRF924,A2JR0H,44096882,BMZQDK7,Article 8,"20,227,472",9.7247,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODA GY,Borsa Italiana,EUR,USD,IE00BLH3CV30,A3CUJ9,111463435,BMV9PR1,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODA FP,Paris,EUR,USD,IE00BLH3CV30,A3CUJ9,111463435,BPG9N06,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,UFOP LN,LSE,GBp,USD,IE00BLH3CV30,A3CUJ9,111463435,BMTR0D8,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODAN MF,BMV,USD,USD,IE00BLH3CV30,A3CUJ9,111463435,BMZQGM0,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODA SE,SIX,CHF,USD,IE00BLH3CV30,A3CUJ9,111463435,BMX8D50,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODA LN,LSE,USD,USD,IE00BLH3CV30,A3CUJ9,111463435,BMTR072,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Procure Space UCITS ETF – Accumulating,YODA IM,Xetra,EUR,USD,IE00BLH3CV30,A3CUJ9,111463435,BMV9PQ0,Article 6,"16,230,503",5.9452,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Finamex Mexico SPBMV International UMS Sovereign Bond 5-10yr UCITS ETF - Accumulating,MEXP LN,LSE,GBp,USD,IE000RI14ZD9,A3DCVK,116308024,BMD1WN0,Article 6,"15,031,447",6.6806,0.55%,ETF,Y,"IE,GB",,,,,,,,,,,,,,,,,,,,,,,
Finamex Mexico SPBMV International UMS Sovereign Bond 5-10yr UCITS ETF - Accumulating,MEXS LN,LSE,USD,USD,IE000RI14ZD9,A3DCVK,116308024,BMD1WM9,Article 6,"15,031,447",6.6806,0.55%,ETF,Y,"IE,GB",,,,,,,,,,,,,,,,,,,,,,,
Finamex Mexico SPBMV International UMS Sovereign Bond 5-10yr UCITS ETF - Accumulating,MEXSN MU,BIVA,USD,USD,IE000RI14ZD9,A3DCVK,116308024,BPQW7R0,Article 6,"15,031,447",6.6806,0.55%,ETF,Y,"IE,GB",,,,,,,,,,,,,,,,,,,,,,,
Sprott Uranium Miners UCITS ETF - Accumulating,U3O8 GY,Xetra,EUR,USD,IE0005YK6564,A3DJZY ,118175406,BPCJFR1,Article 6,"13,113,317",7.2050,0.85%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Sprott Uranium Miners UCITS ETF - Accumulating,U3O8 IM,Borsa Italiana,EUR,USD,IE0005YK6564,A3DJZY ,118175406,BPCJF82,Article 6,"13,113,317",7.2050,0.85%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Sprott Uranium Miners UCITS ETF - Accumulating,URNM LN,LSE,USD,USD,IE0005YK6564,A3DJZY ,118175406,BN16G54,Article 6,"13,113,317",7.2050,0.85%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
Sprott Uranium Miners UCITS ETF - Accumulating,URNP LN,LSE,GBP,USD,IE0005YK6564,A3DJZY ,118175406,BN16G87,Article 6,"13,113,317",7.2050,0.85%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,W311 GY,Xetra,EUR,USD,IE00BJQTJ848,A2PFPC,47284465,BJ02354,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELL1N MF,BMV,USD,USD,IE00BJQTJ848,A2PFPC,47284465,BMZQGH5,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELL FP,Paris,EUR,USD,IE00BJQTJ848,A2PFPC,47284465,BPG9MZ4,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELL IM,Borsa Italiana,EUR,USD,IE00BJQTJ848,A2PFPC,47284465,BHRWXD1,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELL LN,LSE,USD,USD,IE00BJQTJ848,A2PFPC,47284465,BJVBGL7,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELL SE,SIX,CHF,USD,IE00BJQTJ848,A2PFPC,47284465,BMYC3R3,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HAN-GINS Indxx Healthcare Megatrend Equal Weight UCITS ETF - Accumulating,WELP LN,LSE,GBp,USD,IE00BJQTJ848,A2PFPC,47284465,BJVBGM8,Article 8,"13,053,222",8.1583,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANN SE,SIX,CHF,USD,IE00BMFNWC33,A3CPGF,111372659,BMX8D27,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANNN MF,BMV,USD,USD,IE00BMFNWC33,A3CPGF,111372659,BMZQGF3,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANP LN,LSE,GBp,USD,IE00BMFNWC33,A3CPGF,111372659,BMTR1D5,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANN GY,Xetra,EUR,USD,IE00BMFNWC33,A3CPGF,111372659,BL6KDT0,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANN LN,LSE,USD,USD,IE00BMFNWC33,A3CPGF,111372659,BMTR168,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANN FP,Paris,EUR,USD,IE00BMFNWC33,A3CPGF,111372659,BPG9N40,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Solar Energy UCITS ETF - Accumulating,TANN IM,Borsa Italiana,EUR,USD,IE00BMFNWC33,A3CPGF,111372659,BL6KDR8,Article 8,"11,250,907",8.6545,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETZ FP,Paris,EUR,USD,IE00BN76Y761,A3CPGH,111372919,BPG9NC8,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETS SE,SIX,CHF,USD,IE00BN76Y761,A3CPGH,111372919,BMX8D94,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETS LN,LSE,USD,USD,IE00BN76Y761,A3CPGH,111372919,BMTQZX0,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETS IM,Borsa Italiana,EUR,USD,IE00BN76Y761,A3CPGH,111372919,BL6KDX4,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETS GY,Xetra,EUR,USD,IE00BN76Y761,A3CPGH,111372919,BL6KDY5,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETS1N MF,BMV,USD,USD,IE00BN76Y761,A3CPGH,111372919,BM9F504,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
US Global Jets UCITS ETF - Accumulating,JETP LN,LSE,GBp,USD,IE00BN76Y761,A3CPGH,111372919,BMTR005,Article 6,"11,127,248",5.7063,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Al-Kawthar Global Focused Equity UCITS ETF - Accumulating,AMAP LN,LSE,GBp,USD,IE00BMYMHS24,A2P5A6,57400269,BMDNKC1,Article 8,"5,464,464",7.0057,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Al-Kawthar Global Focused Equity UCITS ETF - Accumulating,ASWE GY,Xetra,EUR,USD,IE00BMYMHS24,A2P5A6,57400269,BMWTXV0,Article 8,"5,464,464",7.0057,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Al-Kawthar Global Focused Equity UCITS ETF - Accumulating,AMAL SE,SIX,CHF,USD,IE00BMYMHS24,A2P5A6,57400269,BMX8CZ3,Article 8,"5,464,464",7.0057,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Al-Kawthar Global Focused Equity UCITS ETF - Accumulating,AMAL IM,Borsa Italiana,EUR,USD,IE00BMYMHS24,A2P5A6,57400269,BMWTXS7,Article 8,"5,464,464",7.0057,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Saturna Al-Kawthar Global Focused Equity UCITS ETF - Accumulating,AMAL LN,LSE,USD,USD,IE00BMYMHS24,A2P5A6,57400269,BMDNKB0,Article 8,"5,464,464",7.0057,0.75%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZER0 GY,Xetra,EUR,USD,IE00BLH3CQ86,A3CPGG,111371497,BL6KDK1,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZERP LN,LSE,GBp,USD,IE00BLH3CQ86,A3CPGG,111371497,BMTR0G1,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZERON MF,BMV,USD,USD,IE00BLH3CQ86,A3CPGG,111371497,BM9F4Z2,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZERO LN,LSE,USD,USD,IE00BLH3CQ86,A3CPGG,111371497,BMTR094,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZERO IM,Borsa Italiana,EUR,USD,IE00BLH3CQ86,A3CPGG,111371497,BL6KDJ0,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
HANetf SP Global Clean Energy Select HANzero UCITS ETF - Accumulating,ZERO FP,Paris,EUR,USD,IE00BLH3CQ86,A3CPGG,111371497,BPG9N95,Article 8,"5,451,369",6.9889,0.55%,ETF,Y,"AT,DK,FI,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Global Metaverse UCITS ETF - Accumulating,METR LN,LSE,USD,USD,IE000KDY10O3,A3DE9M,117650996,BMV7W41,Article 6,"5,000,045",7.6924,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Global Metaverse UCITS ETF - Accumulating,M37R GY,Xetra,EUR,USD,IE000KDY10O3,A3DE9M,117650996,BMCDV18,Article 6,"5,000,045",7.6924,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Global Metaverse UCITS ETF - Accumulating,METP LN,LSE,GBp,USD,IE000KDY10O3,A3DE9M,117650996,BMV7ZZ3,Article 6,"5,000,045",7.6924,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
ETC Group Global Metaverse UCITS ETF - Accumulating,METR IM,Borsa Italiana,EUR,USD,IE000KDY10O3,A3DE9M,117650996,BMCDTZ8,Article 6,"5,000,045",7.6924,0.65%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,GB",,,,,,,,,,,,,,,,,,,,,,,
iClima Smart Energy UCITS ETF - Accumulating,DGEP LN,LSE,GBp,USD,IE00BLCH4S17,A2QQVZ,111399109,BLCHHC6,Article 9,"4,639,994",7.1385,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
iClima Smart Energy UCITS ETF - Accumulating,DGEN IM,Borsa Italiana,EUR,USD,IE00BLCH4S17,A2QQVZ,111399109,BLFBNX8,Article 9,"4,639,994",7.1385,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
iClima Smart Energy UCITS ETF - Accumulating,DGEN GY,Xetra,EUR,USD,IE00BLCH4S17,A2QQVZ,111399109,BLFBNY9,Article 9,"4,639,994",7.1385,0.69%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
