ETFs/ETCs,Ticker,Exchange,Trading Currency,Base Currency,ISIN,WKN,Valoren,SEDOL,SFDR Classification,"AUM (Base) (as of 
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX SE,SIX,CHF,USD,IE00BMFNWJ02,A3CPGK,111372665,BMX8DB6,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOXN MF,BMV,USD,USD,IE00BMFNWJ02,A3CPGK,111372665,BMZQGL9,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
Cleaner Living ESG-S UCITS ETF - Accumulating,DTOX LN,LSE,USD,USD,IE00BMFNWJ02,A3CPGK,111372665,BMTR146,Article 8,"747,370",5.7490,0.59%,ETF,Y,"AT,DK,FI,FR,DE,IE,IT,LU,NL,NO,SE,CH,GB",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOLCHF SE,SIX,CHF,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CFB2,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOL SE,SIX,USD,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CDW9,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOM GY,Xetra,USD,USD,DE000A3GVKZ1,A3GVKZ,115256504,BN6KDG1,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOLGBP SE,SIX,GBp,USD,DE000A3GVKZ1,A3GVKZ,115256504,BL6CF56,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
SOLetc - ETC Group Physical Solana ,ESOL GY,Xetra,EUR,USD,DE000A3GVKZ1,A3GVKZ,115256504,BN473S6,,"651,579",4.4235,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAM GY,Xetra,USD,USD,DE000A3GVKY4,A3GVKY,115256508,BN6KDD8,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAN SE,SIX,USD,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CDV8,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDANCHF SE,SIX,CHF,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CF90,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDANGBP SE,SIX,GBp,USD,DE000A3GVKY4,A3GVKY,115256508,BL6CF56,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ADAetc - ETC Group Physical Cardano ,RDAN GY,Xetra,EUR,USD,DE000A3GVKY4,A3GVKY,115256508,BN473R5,,"355,517",2.6571,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRQ GY,Xetra,USD,USD,DE000A3GYNB0,A3GYNB,118513061,BQ7ZVC8,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRP SE,SIX,CHF,USD,DE000A3GYNB0,A3GYNB,118513061,BP2R401,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XRPetc - ETC Group Physical Ripple,GXRP GY,Xetra,EUR,USD,DE000A3GYNB0,A3GYNB,118513061,BQ7ZVB7,,"285,495",5.6089,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH GY,Xetra,EUR,USD,DE000A3GTBU5,A3GTBU,,BMYLH45,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCG GY,Xetra,EUR,USD,DE000A3GTBU5,A3GTBU,,BMFCDW7,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH FP,Paris,EUR,USD,DE000A3GTBU5,A3GTBU,,BN11JD8,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
BCHetc - Physical Bitcoin Cash ETC  ,BTCH NA,Amsterdam,USD,USD,DE000A3GTBU5,A3GTBU,,BN11JC7,,"256,606",1.3946,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XLMetc - ETC Group Physical Stellar ,STLR GY,Xetra,EUR,USD,DE000A3GVK06,A3GVK0,,BN473M0,,"222,829",3.1009,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XLMetc - ETC Group Physical Stellar ,STLS GY,Xetra,USD,USD,DE000A3GVK06,A3GVK0,,BN6KDH2,,"222,829",3.1009,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKACHF SE,SIX,CHF,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CF89,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKAGBP SE,SIX,GBp,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CF34,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKA SE,SIX,USD,USD,DE000A3GVKX6,A3GVKX,115256505,BL6CDT6,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKB GY,Xetra,USD,USD,DE000A3GVKX6,A3GVKX,115256505,BN6KDF0,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
DOTetc - ETC Group Physical Polkadot ,PLKA GY,Xetra,EUR,USD,DE000A3GVKX6,A3GVKX,115256505,BN473Q4,,"151,563",2.3139,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XTZetc - ETC Group Physical Tezos ,EXTZ GY,Xetra,EUR,USD,DE000A3GVK14,A3GVK1,,BN473N1,,"150,537",1.8841,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
XTZetc - ETC Group Physical Tezos ,EXTY GY,Xetra,USD,USD,DE000A3GVK14,A3GVK1,,BN6KDJ4,,"150,537",1.8841,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
UNIetc - ETC Group Physical Uniswap,USWA GY,Xetra,EUR,USD,DE000A3GWNR0,A3GWNR,,BPCQLD0,,"107,337",9.0101,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
UNIetc - ETC Group Physical Uniswap,USWB GY,Xetra,USD,USD,DE000A3GWNR0,A3GWNR,,BPCQLM9,,"107,337",9.0101,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCF GY,Xetra,USD,USD,DE000A3GWNP4,A3GWNP,116602579,BPCQLQ3,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCECHF SE,SIX,CHF,USD,DE000A3GWNP4,A3GWNP,116602579,BN4PVG4,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCE GY,Xetra,EUR,USD,DE000A3GWNP4,A3GWNP,116602579,BPCQLK7,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCE SE,SIX,USD,USD,DE000A3GWNP4,A3GWNP,116602579,BMZQ147,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCEGBP SE,SIX,GBP,USD,DE000A3GWNP4,A3GWNP,116602579,BMZQ170,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
MATICetc - ETC Group Physical Polygon,MTCEEUR SE,SIX,EUR,USD,DE000A3GWNP4,A3GWNP,116602579,BN4PVF3,,"77,716",4.5866,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATME SE,SIX,USD,USD,DE000A3GWNQ2,A3GWNQ,116602581,BMZQ114,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATME GY,Xetra,EUR,USD,DE000A3GWNQ2,A3GWNQ,116602581,BPCQLF2,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATMEGBP SE,SIX,GBP,USD,DE000A3GWNQ2,A3GWNQ,116602581,BN4PV75,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATMEEUR SE,SIX,EUR,USD,DE000A3GWNQ2,A3GWNQ,116602581,BN4PV86,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATMECHF SE,SIX,CHF,USD,DE000A3GWNQ2,A3GWNQ,116602581,BN4PV97,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
ATOMetc - ETC Group Physical Cosmos,ATMF GY,Xetra,USD,USD,DE000A3GWNQ2,A3GWNQ,116602581,BPCQLN0,,"47,706",4.6959,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,AVALGBP SE,SIX,GBP,USD,DE000A3GWNN9,A3GWNN,116602578,BMZQ169,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,EVAM GY,Xetra,USD,USD,DE000A3GWNN9,A3GWNN,116602578,BPCQLP2,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,EVAL GY,Xetra,EUR,USD,DE000A3GWNN9,A3GWNN,116602578,BPCQLG3,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,AVAL SE,SIX,USD,USD,DE000A3GWNN9,A3GWNN,116602578,BMZQ136,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,AVALCHF SE,SIX,CHF,USD,DE000A3GWNN9,A3GWNN,116602578,BN4PVD1,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
AVAXetc - ETC Group Physical Avalanche,AVALEUR SE,SIX,EUR,USD,DE000A3GWNN9,A3GWNN,116602578,BN4PVC0,,"36,920",5.7643,1.95%,ETC,N,"AT,CZ,DK,FI,FR,DE,IE,IT,LU,NL,NO,PL,ES,SE",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
This communication has been prepared for professional investors, but the ETCs and ETFs set out in this communication (“Products”) may be available in some jurisdictions to any investors. Please check with your broker or intermediary that the relevant Product is available in your jurisdiction and suitable for your investment profile.

Past performance is not a reliable indicator of future performance. The price of the Products may vary and they do not offer a fixed income.

This document may contain forward looking statements including statements regarding our belief or current expectations with regards to the performance of certain assets classes. Forward looking statements are subject to certain risks, uncertainties and assumptions. There can be no assurance that such statements will be accurate and actual results could differ materially from those anticipated in such statements. Therefore, readers are cautioned not to place undue reliance on these forward-looking statements.

The content of this document does not constitute an investment advice nor an offer for sale nor a solicitation of an offer to buy any Product or make any investment. An investment in an exchange traded product is dependent on the performance of the underlying asset class, less costs, but it is not expected to track that performance exactly. The Products involve numerous risks including among others, general market risks relating to underlying adverse price movements in an Index (for ETFs) or underlying asset class and currency, liquidity, operational, legal and regulatory risks. In addition, in relation to Cryptocurrency ETCs, these are highly volatile digital assets and performance is unpredictable.

The information contained on this document is not, and under no circumstances is to be construed as, an advertisement or any other step in furtherance of a public offering of securities in the United States or any province or territory thereof, where none of the Issuers (as defined below) or their Products are authorised or registered for distribution and where no prospectus of any of the Issuers has been filed with any securities commission or regulatory authority. No document or information on this document should be taken, transmitted or distributed (directly or indirectly) into the United States. None of the Issuers, nor any securities issued by it, have been or will be registered under the United States Securities Act of 1933 or the Investment Company Act of 1940 or qualified under any applicable state securities statutes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Issuers:

1.       HANetf ICAV, an open-ended Irish collective asset management vehicle issuing under the terms in the Prospectus and relevant Supplement for the ETF approved by the Central Bank of Ireland (“CBI”) (“ETF Prospectus”), is the issuer of the ETFs. Investors should read the current version of the ETF Prospectus before investing and should refer to the section of the ETF Prospectus entitled ‘Risk Factors’ for further details of risks associated with an investment in the ETFs. Any decision to invest should be based on the information contained in the ETF Prospectus.

2.       HANetf ETC Securities plc, a public limited company incorporated in Ireland, issuing under the terms in the Base Prospectus approved by the Central Bank of Ireland and the final terms of the relevant series (“ETC Securities Documentation”), is the issuer of the precious metals ETCs. Investors should read the latest version of the ETC Securities Documentation before investing and should refer to the section of the Base Prospectus entitled ‘Risk Factors’ for further details of risks associated with an investment in the ETCs. Any decision to invest should be based on the information contained in the ETC Securities Documentation.

3.       ETC Issuance GmbH, a limited liability company incorporated under the laws of the Federal Republic of Germany, issuing under the terms in the Prospectus approved by the Bundesanstalt für Finanzdienstleistungsaufsicht (""BaFin"") and the final terms (“Cryptocurrency  Prospectus”), is the issuer of the ETCM ETCs. Investors should read the latest version of the Cryptocurrency Prospectus before investing and should refer to the section of the Cryptocurrency Prospectus entitled ‘Risk Factors’ for further details of risks associated with an investment in the ETCs contained in the Cryptocurrency Prospectus. Any decision to invest should be based on the information contained in the Cryptocurrency Prospectus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
The ETF Prospectus, ETC Securities Documentation, and Cryptocurrency Prospectus can all be downloaded from www.hanetf.com.

The decision and amount to invest in any Product should take into consideration your specific circumstances after seeking independent investment, tax and legal advice.

Communications issued in the European Economic Area (“EEA”) relating to ETFs

The content in this document is issued by HANetf Management Limited (“HML”) acting in its capacity as management company of HANetf ICAV. HML is authorised and regulated by the Central Bank of Ireland. HML is registered in Ireland with registration number 621172.

Communications issued in the European Economic Area (“EEA”) relating to ETCs

The content in this document is issued by the relevant Issuer.
								
Communications issued in the UK (ETFs and ETCs)
								
The content in this document is issued by HANetf Limited, an Appointed Representative of Privium Fund Management (UK) Limited (“Privium”), which is authorised and regulated by the Financial Conduct Authority. The registered office of Privium is The Shard, 24th Floor, 32 London Bridge Street, London, SE1 9SG.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
